archivo,fecha_hora,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20
p1_fila_091.html,2025-04-06 12:55:00,5.0,10.0,12.0,29.0,39.0,44.0,45.0,47.0,49.0,56.0,57.0,58.0,59.0,62.0,65.0,66.0,71.0,86.0,89.0,90.0
p5_fila_053.html,2025-04-06 17:00:00,8.0,9.0,10.0,12.0,13.0,15.0,28.0,34.0,48.0,50.0,53.0,56.0,59.0,60.0,73.0,76.0,87.0,88.0,89.0,90.0
p5_fila_052.html,2025-04-06 17:05:00,1.0,2.0,4.0,6.0,14.0,15.0,26.0,42.0,46.0,47.0,48.0,51.0,56.0,59.0,64.0,67.0,73.0,76.0,81.0,87.0
p5_fila_051.html,2025-04-06 17:10:00,9.0,11.0,17.0,19.0,28.0,29.0,30.0,32.0,35.0,38.0,43.0,49.0,51.0,52.0,57.0,59.0,70.0,76.0,82.0,89.0
p5_fila_050.html,2025-04-06 17:15:00,5.0,7.0,8.0,21.0,25.0,30.0,38.0,45.0,50.0,54.0,58.0,60.0,61.0,62.0,63.0,65.0,79.0,81.0,83.0,85.0
p5_fila_049.html,2025-04-06 17:20:00,2.0,5.0,6.0,7.0,8.0,9.0,12.0,14.0,15.0,19.0,22.0,26.0,30.0,46.0,47.0,52.0,58.0,59.0,63.0,73.0
p5_fila_048.html,2025-04-06 17:25:00,16.0,22.0,25.0,28.0,38.0,39.0,40.0,43.0,48.0,52.0,59.0,61.0,65.0,70.0,76.0,78.0,80.0,82.0,86.0,89.0
p5_fila_047.html,2025-04-06 17:30:00,2.0,6.0,9.0,10.0,11.0,16.0,29.0,30.0,35.0,37.0,53.0,59.0,61.0,62.0,64.0,68.0,71.0,84.0,89.0,90.0
p5_fila_046.html,2025-04-06 17:35:00,4.0,16.0,19.0,21.0,22.0,29.0,36.0,41.0,48.0,52.0,59.0,61.0,63.0,64.0,70.0,74.0,79.0,80.0,88.0,89.0
p5_fila_045.html,2025-04-06 17:40:00,2.0,3.0,11.0,16.0,17.0,21.0,22.0,24.0,25.0,31.0,35.0,40.0,47.0,55.0,65.0,70.0,81.0,82.0,84.0,89.0
p5_fila_044.html,2025-04-06 17:45:00,1.0,2.0,3.0,5.0,7.0,10.0,13.0,17.0,24.0,27.0,29.0,38.0,42.0,51.0,55.0,58.0,66.0,78.0,83.0,85.0
p5_fila_043.html,2025-04-06 17:50:00,3.0,8.0,13.0,15.0,16.0,20.0,22.0,30.0,38.0,55.0,56.0,57.0,60.0,63.0,70.0,72.0,75.0,76.0,79.0,89.0
p5_fila_042.html,2025-04-06 17:55:00,1.0,3.0,4.0,5.0,7.0,11.0,25.0,26.0,32.0,43.0,44.0,45.0,48.0,49.0,50.0,61.0,63.0,67.0,71.0,89.0
p4_fila_078.html,2025-05-06 11:00:00,3.0,7.0,8.0,12.0,14.0,17.0,24.0,29.0,35.0,38.0,42.0,47.0,48.0,51.0,55.0,68.0,73.0,83.0,85.0,87.0
p4_fila_077.html,2025-05-06 11:05:00,1.0,5.0,8.0,11.0,17.0,19.0,22.0,25.0,36.0,37.0,38.0,41.0,47.0,57.0,62.0,69.0,73.0,75.0,80.0,87.0
p4_fila_076.html,2025-05-06 11:10:00,1.0,7.0,10.0,14.0,16.0,17.0,25.0,26.0,31.0,36.0,47.0,57.0,61.0,65.0,68.0,71.0,77.0,79.0,81.0,87.0
p4_fila_075.html,2025-05-06 11:15:00,8.0,14.0,15.0,16.0,26.0,30.0,33.0,40.0,42.0,53.0,59.0,61.0,64.0,66.0,67.0,69.0,74.0,75.0,78.0,89.0
p4_fila_074.html,2025-05-06 11:20:00,6.0,8.0,16.0,20.0,24.0,34.0,36.0,44.0,46.0,50.0,57.0,58.0,67.0,75.0,76.0,77.0,79.0,82.0,83.0,89.0
p4_fila_073.html,2025-05-06 11:25:00,14.0,18.0,33.0,34.0,39.0,41.0,43.0,46.0,51.0,59.0,61.0,62.0,67.0,74.0,75.0,76.0,77.0,82.0,83.0,88.0
p4_fila_072.html,2025-05-06 11:30:00,8.0,15.0,19.0,23.0,26.0,29.0,37.0,39.0,43.0,50.0,56.0,58.0,59.0,65.0,67.0,68.0,77.0,82.0,83.0,90.0
p4_fila_071.html,2025-05-06 11:35:00,8.0,10.0,16.0,24.0,27.0,28.0,32.0,33.0,45.0,46.0,55.0,56.0,61.0,70.0,72.0,78.0,84.0,85.0,87.0,89.0
p4_fila_070.html,2025-05-06 11:40:00,11.0,13.0,18.0,25.0,29.0,30.0,31.0,33.0,35.0,39.0,44.0,46.0,53.0,58.0,60.0,68.0,69.0,70.0,71.0,89.0
p4_fila_069.html,2025-05-06 11:45:00,11.0,13.0,16.0,17.0,19.0,22.0,23.0,34.0,40.0,42.0,47.0,53.0,59.0,65.0,66.0,68.0,81.0,82.0,83.0,88.0
p4_fila_068.html,2025-05-06 11:50:00,2.0,13.0,18.0,22.0,24.0,25.0,36.0,42.0,45.0,49.0,50.0,58.0,59.0,69.0,75.0,76.0,78.0,82.0,85.0,88.0
p4_fila_067.html,2025-05-06 11:55:00,10.0,13.0,15.0,16.0,17.0,23.0,26.0,38.0,45.0,56.0,57.0,61.0,65.0,67.0,72.0,74.0,76.0,78.0,84.0,85.0
p1_fila_090.html,2025-05-06 12:00:00,1.0,9.0,28.0,32.0,33.0,34.0,38.0,39.0,40.0,41.0,43.0,46.0,66.0,70.0,73.0,79.0,80.0,82.0,88.0,89.0
p1_fila_089.html,2025-05-06 12:05:00,1.0,4.0,11.0,13.0,25.0,33.0,36.0,38.0,41.0,45.0,46.0,48.0,55.0,56.0,57.0,58.0,70.0,76.0,83.0,84.0
p1_fila_088.html,2025-05-06 12:10:00,6.0,11.0,14.0,32.0,33.0,36.0,40.0,46.0,49.0,55.0,57.0,58.0,59.0,60.0,71.0,74.0,79.0,84.0,88.0,89.0
p1_fila_087.html,2025-05-06 12:15:00,6.0,12.0,13.0,20.0,25.0,27.0,30.0,32.0,33.0,40.0,42.0,51.0,55.0,56.0,61.0,66.0,67.0,73.0,77.0,80.0
p1_fila_086.html,2025-05-06 12:20:00,2.0,8.0,9.0,22.0,26.0,33.0,37.0,49.0,50.0,52.0,65.0,70.0,74.0,76.0,84.0,85.0,86.0,87.0,89.0,90.0
p1_fila_085.html,2025-05-06 12:25:00,3.0,7.0,8.0,10.0,13.0,19.0,31.0,33.0,34.0,35.0,42.0,44.0,52.0,53.0,63.0,65.0,66.0,74.0,81.0,83.0
p1_fila_084.html,2025-05-06 12:30:00,7.0,13.0,16.0,17.0,19.0,26.0,27.0,34.0,39.0,49.0,52.0,53.0,55.0,57.0,66.0,72.0,74.0,83.0,87.0,89.0
p1_fila_083.html,2025-05-06 12:35:00,4.0,8.0,13.0,14.0,16.0,17.0,22.0,36.0,37.0,40.0,47.0,53.0,54.0,55.0,63.0,64.0,69.0,83.0,84.0,87.0
p1_fila_082.html,2025-05-06 12:40:00,1.0,7.0,16.0,21.0,23.0,32.0,39.0,40.0,41.0,48.0,60.0,62.0,67.0,68.0,75.0,76.0,82.0,84.0,86.0,87.0
p1_fila_081.html,2025-05-06 12:45:00,5.0,7.0,18.0,21.0,22.0,23.0,26.0,33.0,37.0,53.0,55.0,62.0,64.0,67.0,69.0,74.0,76.0,78.0,83.0,87.0
p1_fila_080.html,2025-05-06 12:50:00,4.0,10.0,20.0,33.0,41.0,42.0,44.0,51.0,53.0,54.0,58.0,67.0,69.0,74.0,76.0,80.0,85.0,86.0,87.0,89.0
p1_fila_079.html,2025-05-06 12:55:00,11.0,22.0,25.0,29.0,32.0,37.0,46.0,54.0,56.0,59.0,64.0,69.0,70.0,73.0,80.0,81.0,82.0,88.0,89.0,90.0
p5_fila_041.html,2025-05-06 17:00:00,11.0,12.0,20.0,40.0,41.0,48.0,56.0,58.0,59.0,60.0,64.0,65.0,66.0,69.0,72.0,80.0,81.0,83.0,84.0,90.0
p5_fila_040.html,2025-05-06 17:05:00,1.0,4.0,9.0,16.0,23.0,30.0,39.0,45.0,46.0,52.0,54.0,58.0,60.0,61.0,69.0,70.0,74.0,78.0,81.0,90.0
p5_fila_039.html,2025-05-06 17:10:00,7.0,9.0,11.0,15.0,18.0,19.0,22.0,24.0,27.0,30.0,40.0,42.0,43.0,44.0,46.0,47.0,56.0,70.0,76.0,83.0
p5_fila_038.html,2025-05-06 17:15:00,8.0,13.0,16.0,26.0,28.0,29.0,39.0,44.0,45.0,50.0,52.0,53.0,55.0,60.0,62.0,65.0,70.0,78.0,80.0,89.0
p5_fila_037.html,2025-05-06 17:20:00,9.0,13.0,17.0,24.0,28.0,36.0,46.0,47.0,49.0,57.0,60.0,61.0,62.0,65.0,74.0,75.0,78.0,84.0,85.0,88.0
p5_fila_036.html,2025-05-06 17:25:00,4.0,5.0,7.0,9.0,11.0,12.0,20.0,24.0,26.0,27.0,39.0,47.0,48.0,49.0,53.0,58.0,59.0,65.0,73.0,81.0
p5_fila_035.html,2025-05-06 17:30:00,4.0,7.0,8.0,16.0,23.0,32.0,33.0,34.0,35.0,37.0,39.0,44.0,50.0,52.0,53.0,57.0,59.0,71.0,72.0,80.0
p5_fila_034.html,2025-05-06 17:35:00,1.0,11.0,14.0,23.0,28.0,35.0,37.0,39.0,44.0,51.0,53.0,56.0,57.0,62.0,65.0,67.0,70.0,72.0,86.0,87.0
p5_fila_033.html,2025-05-06 17:40:00,7.0,16.0,21.0,26.0,27.0,29.0,31.0,32.0,38.0,43.0,46.0,57.0,59.0,61.0,63.0,67.0,82.0,85.0,88.0,89.0
p5_fila_032.html,2025-05-06 17:45:00,5.0,10.0,18.0,20.0,22.0,34.0,38.0,40.0,48.0,50.0,52.0,54.0,59.0,60.0,63.0,64.0,71.0,84.0,87.0,88.0
p5_fila_031.html,2025-05-06 17:50:00,5.0,10.0,12.0,13.0,21.0,22.0,28.0,32.0,37.0,40.0,46.0,49.0,51.0,54.0,61.0,68.0,72.0,73.0,84.0,87.0
p5_fila_030.html,2025-05-06 17:55:00,4.0,5.0,7.0,8.0,20.0,31.0,32.0,44.0,46.0,50.0,57.0,58.0,59.0,70.0,72.0,73.0,79.0,82.0,84.0,90.0
p4_fila_066.html,2025-06-06 11:00:00,4.0,11.0,18.0,22.0,29.0,30.0,31.0,32.0,33.0,35.0,46.0,47.0,51.0,54.0,59.0,68.0,69.0,70.0,73.0,83.0
p4_fila_065.html,2025-06-06 11:05:00,2.0,6.0,18.0,19.0,24.0,26.0,27.0,28.0,29.0,34.0,37.0,40.0,45.0,56.0,69.0,71.0,79.0,81.0,87.0,89.0
p4_fila_064.html,2025-06-06 11:10:00,3.0,7.0,8.0,13.0,16.0,37.0,41.0,42.0,44.0,47.0,48.0,65.0,67.0,68.0,73.0,75.0,78.0,79.0,86.0,89.0
p4_fila_063.html,2025-06-06 11:15:00,1.0,2.0,9.0,14.0,19.0,21.0,23.0,26.0,27.0,28.0,30.0,43.0,49.0,52.0,55.0,57.0,70.0,74.0,75.0,88.0
p4_fila_062.html,2025-06-06 11:20:00,7.0,8.0,9.0,17.0,19.0,20.0,21.0,23.0,25.0,26.0,42.0,45.0,51.0,56.0,66.0,70.0,75.0,77.0,86.0,90.0
p4_fila_061.html,2025-06-06 11:25:00,1.0,2.0,15.0,16.0,18.0,28.0,31.0,40.0,41.0,43.0,46.0,49.0,55.0,57.0,60.0,70.0,76.0,79.0,87.0,88.0
p4_fila_060.html,2025-06-06 11:30:00,1.0,4.0,10.0,18.0,27.0,31.0,32.0,37.0,38.0,41.0,51.0,55.0,59.0,61.0,63.0,64.0,66.0,68.0,70.0,83.0
p4_fila_059.html,2025-06-06 11:35:00,1.0,3.0,5.0,18.0,25.0,26.0,38.0,41.0,46.0,53.0,62.0,66.0,71.0,73.0,76.0,77.0,78.0,86.0,87.0,90.0
p4_fila_058.html,2025-06-06 11:40:00,3.0,8.0,9.0,23.0,25.0,35.0,44.0,48.0,51.0,53.0,54.0,60.0,64.0,65.0,66.0,73.0,78.0,81.0,85.0,88.0
p4_fila_057.html,2025-06-06 11:45:00,3.0,7.0,9.0,26.0,28.0,31.0,34.0,42.0,43.0,48.0,54.0,60.0,71.0,72.0,73.0,74.0,81.0,84.0,86.0,90.0
p4_fila_056.html,2025-06-06 11:50:00,1.0,7.0,12.0,19.0,34.0,37.0,41.0,42.0,50.0,53.0,58.0,62.0,68.0,69.0,72.0,76.0,81.0,83.0,85.0,89.0
p4_fila_055.html,2025-06-06 11:55:00,5.0,19.0,22.0,26.0,30.0,31.0,35.0,36.0,42.0,53.0,55.0,59.0,61.0,67.0,71.0,74.0,80.0,81.0,82.0,89.0
p1_fila_078.html,2025-06-06 12:00:00,1.0,6.0,9.0,10.0,15.0,22.0,25.0,27.0,32.0,35.0,37.0,47.0,50.0,62.0,68.0,74.0,82.0,84.0,86.0,89.0
p1_fila_077.html,2025-06-06 12:05:00,3.0,5.0,12.0,16.0,23.0,25.0,32.0,39.0,40.0,52.0,54.0,56.0,59.0,62.0,77.0,84.0,85.0,86.0,88.0,89.0
p1_fila_076.html,2025-06-06 12:10:00,2.0,6.0,15.0,17.0,18.0,36.0,37.0,45.0,50.0,51.0,54.0,58.0,61.0,67.0,74.0,77.0,79.0,80.0,81.0,86.0
p1_fila_075.html,2025-06-06 12:15:00,4.0,5.0,6.0,12.0,17.0,20.0,22.0,23.0,24.0,33.0,35.0,40.0,41.0,46.0,56.0,60.0,75.0,78.0,79.0,89.0
p1_fila_074.html,2025-06-06 12:20:00,4.0,5.0,11.0,12.0,15.0,25.0,33.0,39.0,42.0,46.0,53.0,63.0,64.0,66.0,69.0,74.0,76.0,82.0,89.0,90.0
p1_fila_073.html,2025-06-06 12:25:00,2.0,3.0,4.0,5.0,6.0,17.0,19.0,29.0,44.0,46.0,54.0,58.0,59.0,67.0,70.0,72.0,74.0,76.0,86.0,88.0
p1_fila_072.html,2025-06-06 12:30:00,3.0,5.0,7.0,21.0,23.0,32.0,34.0,37.0,45.0,47.0,48.0,55.0,60.0,62.0,69.0,71.0,73.0,79.0,87.0,89.0
p1_fila_071.html,2025-06-06 12:35:00,1.0,8.0,11.0,14.0,28.0,34.0,35.0,39.0,47.0,51.0,56.0,57.0,61.0,64.0,65.0,68.0,74.0,75.0,76.0,85.0
p1_fila_070.html,2025-06-06 12:40:00,5.0,8.0,18.0,20.0,25.0,29.0,33.0,40.0,42.0,46.0,47.0,50.0,52.0,63.0,73.0,75.0,77.0,81.0,84.0,86.0
p1_fila_069.html,2025-06-06 12:45:00,13.0,22.0,24.0,27.0,28.0,40.0,43.0,47.0,48.0,51.0,52.0,61.0,62.0,63.0,70.0,73.0,74.0,83.0,86.0,87.0
p1_fila_068.html,2025-06-06 12:50:00,5.0,6.0,15.0,23.0,26.0,31.0,33.0,37.0,39.0,40.0,43.0,58.0,59.0,67.0,68.0,69.0,74.0,78.0,89.0,90.0
p1_fila_067.html,2025-06-06 12:55:00,9.0,12.0,13.0,14.0,21.0,26.0,32.0,35.0,40.0,43.0,47.0,50.0,51.0,52.0,53.0,64.0,66.0,70.0,82.0,88.0
p5_fila_099.html,2025-06-06 14:55:00,2.0,6.0,14.0,22.0,26.0,31.0,35.0,39.0,43.0,50.0,53.0,55.0,58.0,61.0,62.0,66.0,67.0,79.0,81.0,87.0
p5_fila_029.html,2025-06-06 17:00:00,7.0,12.0,15.0,21.0,24.0,36.0,41.0,44.0,51.0,56.0,57.0,64.0,65.0,70.0,74.0,75.0,85.0,88.0,89.0,90.0
p5_fila_028.html,2025-06-06 17:05:00,2.0,14.0,22.0,25.0,29.0,30.0,36.0,40.0,42.0,51.0,55.0,56.0,58.0,60.0,68.0,70.0,80.0,83.0,84.0,85.0
p5_fila_027.html,2025-06-06 17:10:00,1.0,5.0,12.0,14.0,32.0,33.0,34.0,35.0,36.0,37.0,41.0,42.0,49.0,50.0,52.0,69.0,70.0,73.0,75.0,76.0
p5_fila_026.html,2025-06-06 17:15:00,1.0,4.0,9.0,17.0,20.0,27.0,31.0,32.0,40.0,44.0,46.0,48.0,58.0,60.0,62.0,67.0,70.0,81.0,87.0,90.0
p5_fila_025.html,2025-06-06 17:20:00,2.0,6.0,7.0,13.0,18.0,23.0,24.0,29.0,30.0,32.0,36.0,47.0,48.0,53.0,54.0,62.0,79.0,82.0,84.0,85.0
p5_fila_024.html,2025-06-06 17:25:00,3.0,12.0,16.0,19.0,27.0,28.0,29.0,35.0,40.0,47.0,48.0,53.0,56.0,60.0,61.0,65.0,69.0,73.0,83.0,90.0
p5_fila_023.html,2025-06-06 17:30:00,4.0,5.0,9.0,16.0,19.0,20.0,30.0,33.0,34.0,40.0,50.0,57.0,59.0,63.0,64.0,65.0,77.0,80.0,81.0,88.0
p5_fila_022.html,2025-06-06 17:35:00,5.0,6.0,8.0,23.0,30.0,32.0,36.0,43.0,44.0,47.0,50.0,54.0,55.0,56.0,57.0,60.0,64.0,72.0,74.0,81.0
p5_fila_021.html,2025-06-06 17:40:00,2.0,8.0,20.0,25.0,33.0,34.0,35.0,39.0,40.0,41.0,46.0,52.0,60.0,62.0,68.0,76.0,79.0,84.0,88.0,90.0
p5_fila_020.html,2025-06-06 17:45:00,3.0,6.0,12.0,22.0,37.0,40.0,41.0,46.0,48.0,51.0,56.0,62.0,68.0,69.0,70.0,75.0,76.0,80.0,86.0,87.0
p5_fila_019.html,2025-06-06 17:50:00,11.0,15.0,17.0,19.0,26.0,32.0,39.0,43.0,46.0,55.0,62.0,66.0,70.0,72.0,73.0,76.0,82.0,88.0,89.0,90.0
p5_fila_018.html,2025-06-06 17:55:00,2.0,3.0,7.0,8.0,10.0,11.0,12.0,13.0,14.0,21.0,30.0,35.0,38.0,51.0,57.0,62.0,65.0,66.0,76.0,80.0
p4_fila_054.html,2025-07-06 11:00:00,2.0,9.0,11.0,13.0,15.0,23.0,37.0,40.0,49.0,53.0,58.0,61.0,69.0,72.0,78.0,81.0,85.0,88.0,89.0,90.0
p4_fila_053.html,2025-07-06 11:05:00,3.0,5.0,6.0,7.0,17.0,19.0,25.0,26.0,29.0,31.0,39.0,42.0,54.0,60.0,61.0,65.0,69.0,77.0,80.0,85.0
p4_fila_052.html,2025-07-06 11:10:00,1.0,5.0,18.0,20.0,23.0,30.0,31.0,37.0,47.0,48.0,55.0,58.0,59.0,60.0,61.0,65.0,66.0,73.0,79.0,87.0
p4_fila_051.html,2025-07-06 11:15:00,1.0,3.0,5.0,14.0,15.0,20.0,29.0,39.0,40.0,43.0,46.0,54.0,55.0,56.0,62.0,63.0,64.0,72.0,77.0,85.0
p4_fila_050.html,2025-07-06 11:20:00,5.0,8.0,11.0,14.0,15.0,22.0,27.0,36.0,37.0,40.0,49.0,51.0,55.0,64.0,65.0,67.0,68.0,73.0,79.0,83.0
p4_fila_049.html,2025-07-06 11:25:00,2.0,3.0,5.0,10.0,11.0,12.0,13.0,26.0,29.0,41.0,44.0,45.0,46.0,49.0,62.0,64.0,75.0,79.0,84.0,89.0
p4_fila_048.html,2025-07-06 11:30:00,3.0,6.0,10.0,11.0,13.0,22.0,30.0,40.0,44.0,45.0,61.0,63.0,65.0,68.0,71.0,78.0,79.0,80.0,81.0,88.0
p4_fila_047.html,2025-07-06 11:35:00,1.0,3.0,6.0,9.0,11.0,13.0,19.0,22.0,26.0,33.0,36.0,38.0,39.0,60.0,63.0,64.0,68.0,70.0,81.0,85.0
p4_fila_046.html,2025-07-06 11:40:00,4.0,8.0,11.0,18.0,21.0,24.0,32.0,37.0,38.0,40.0,43.0,46.0,52.0,54.0,59.0,60.0,64.0,70.0,72.0,75.0
p4_fila_045.html,2025-07-06 11:45:00,5.0,9.0,13.0,14.0,18.0,19.0,20.0,26.0,27.0,30.0,37.0,38.0,39.0,47.0,48.0,59.0,70.0,80.0,84.0,88.0
p4_fila_044.html,2025-07-06 11:50:00,10.0,15.0,18.0,25.0,27.0,37.0,38.0,39.0,40.0,43.0,44.0,62.0,63.0,68.0,71.0,72.0,75.0,80.0,83.0,88.0
p4_fila_043.html,2025-07-06 11:55:00,1.0,14.0,15.0,24.0,25.0,43.0,47.0,56.0,57.0,62.0,63.0,70.0,71.0,77.0,78.0,79.0,80.0,82.0,85.0,90.0
p1_fila_066.html,2025-07-06 12:00:00,3.0,11.0,13.0,17.0,18.0,24.0,30.0,33.0,42.0,44.0,51.0,54.0,57.0,60.0,65.0,72.0,73.0,76.0,87.0,88.0
p1_fila_065.html,2025-07-06 12:05:00,11.0,12.0,13.0,14.0,18.0,25.0,28.0,29.0,35.0,36.0,41.0,57.0,58.0,60.0,67.0,73.0,74.0,76.0,82.0,89.0
p1_fila_064.html,2025-07-06 12:10:00,2.0,11.0,14.0,22.0,29.0,31.0,32.0,35.0,36.0,42.0,55.0,59.0,60.0,62.0,63.0,68.0,69.0,80.0,85.0,87.0
p1_fila_063.html,2025-07-06 12:15:00,1.0,2.0,5.0,14.0,17.0,21.0,28.0,32.0,35.0,36.0,37.0,47.0,49.0,52.0,65.0,67.0,68.0,74.0,76.0,89.0
p1_fila_062.html,2025-07-06 12:20:00,6.0,19.0,23.0,30.0,36.0,37.0,38.0,45.0,50.0,56.0,62.0,63.0,65.0,71.0,74.0,78.0,80.0,81.0,84.0,85.0
p1_fila_061.html,2025-07-06 12:25:00,7.0,9.0,26.0,32.0,36.0,41.0,44.0,50.0,52.0,53.0,54.0,58.0,59.0,62.0,74.0,85.0,86.0,87.0,88.0,89.0
p1_fila_060.html,2025-07-06 12:30:00,2.0,5.0,8.0,9.0,17.0,18.0,20.0,22.0,24.0,33.0,36.0,38.0,39.0,50.0,60.0,63.0,65.0,75.0,76.0,83.0
p1_fila_059.html,2025-07-06 12:35:00,4.0,13.0,19.0,20.0,22.0,23.0,28.0,29.0,35.0,38.0,39.0,51.0,56.0,60.0,61.0,64.0,65.0,66.0,77.0,88.0
p1_fila_058.html,2025-07-06 12:40:00,2.0,10.0,11.0,14.0,17.0,21.0,45.0,46.0,47.0,55.0,57.0,60.0,63.0,75.0,77.0,79.0,81.0,85.0,86.0,88.0
p1_fila_057.html,2025-07-06 12:45:00,1.0,8.0,9.0,13.0,21.0,25.0,27.0,28.0,46.0,47.0,58.0,59.0,63.0,65.0,69.0,78.0,79.0,82.0,83.0,89.0
p1_fila_056.html,2025-07-06 12:50:00,14.0,15.0,19.0,28.0,34.0,40.0,44.0,51.0,52.0,57.0,61.0,62.0,65.0,70.0,74.0,77.0,80.0,83.0,84.0,89.0
p1_fila_055.html,2025-07-06 12:55:00,6.0,7.0,8.0,9.0,20.0,21.0,22.0,26.0,30.0,31.0,42.0,45.0,51.0,53.0,59.0,68.0,69.0,72.0,77.0,78.0
p5_fila_098.html,2025-07-06 14:00:00,13.0,15.0,16.0,25.0,27.0,35.0,42.0,43.0,46.0,48.0,56.0,60.0,64.0,65.0,68.0,75.0,76.0,80.0,84.0,90.0
p5_fila_097.html,2025-07-06 14:05:00,3.0,15.0,16.0,24.0,29.0,32.0,34.0,41.0,47.0,48.0,50.0,53.0,58.0,69.0,71.0,74.0,75.0,77.0,85.0,87.0
p5_fila_096.html,2025-07-06 14:10:00,8.0,16.0,29.0,33.0,37.0,40.0,41.0,45.0,46.0,49.0,51.0,52.0,55.0,64.0,65.0,79.0,84.0,86.0,88.0,90.0
p5_fila_095.html,2025-07-06 14:15:00,1.0,7.0,20.0,23.0,26.0,30.0,32.0,37.0,43.0,51.0,54.0,55.0,64.0,65.0,74.0,77.0,78.0,79.0,82.0,85.0
p5_fila_094.html,2025-07-06 14:20:00,2.0,3.0,10.0,16.0,19.0,29.0,32.0,36.0,38.0,45.0,51.0,52.0,61.0,63.0,66.0,69.0,75.0,79.0,85.0,90.0
p5_fila_093.html,2025-07-06 14:25:00,2.0,4.0,8.0,10.0,11.0,13.0,18.0,27.0,32.0,35.0,43.0,44.0,45.0,46.0,49.0,50.0,52.0,63.0,87.0,89.0
p5_fila_092.html,2025-07-06 14:30:00,2.0,9.0,13.0,15.0,20.0,23.0,37.0,40.0,43.0,44.0,45.0,46.0,52.0,60.0,61.0,67.0,70.0,72.0,73.0,90.0
p5_fila_091.html,2025-07-06 14:35:00,2.0,5.0,8.0,12.0,18.0,20.0,27.0,30.0,41.0,49.0,54.0,55.0,56.0,57.0,58.0,59.0,60.0,63.0,69.0,71.0
p5_fila_090.html,2025-07-06 14:40:00,3.0,8.0,10.0,14.0,17.0,29.0,36.0,42.0,43.0,50.0,52.0,54.0,64.0,70.0,71.0,73.0,75.0,78.0,80.0,90.0
p5_fila_089.html,2025-07-06 14:45:00,15.0,16.0,27.0,30.0,36.0,38.0,41.0,50.0,54.0,59.0,64.0,65.0,66.0,67.0,71.0,74.0,76.0,80.0,81.0,85.0
p5_fila_088.html,2025-07-06 14:50:00,8.0,9.0,14.0,21.0,29.0,30.0,32.0,37.0,40.0,46.0,47.0,49.0,50.0,55.0,56.0,62.0,64.0,67.0,68.0,88.0
p5_fila_087.html,2025-07-06 14:55:00,13.0,17.0,19.0,20.0,24.0,26.0,28.0,38.0,40.0,42.0,51.0,53.0,54.0,57.0,63.0,66.0,68.0,71.0,75.0,83.0
p4_fila_099.html,2025-07-06 15:50:00,4.0,8.0,12.0,26.0,31.0,32.0,38.0,40.0,43.0,47.0,53.0,55.0,58.0,63.0,64.0,68.0,74.0,83.0,84.0,86.0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
p4_fila_098.html,2025-07-06 15:55:00,13.0,17.0,23.0,30.0,37.0,38.0,41.0,42.0,45.0,47.0,48.0,50.0,51.0,52.0,53.0,54.0,57.0,59.0,68.0,72.0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
p5_fila_017.html,2025-07-06 17:00:00,2.0,10.0,15.0,24.0,31.0,33.0,35.0,39.0,40.0,42.0,47.0,59.0,61.0,63.0,67.0,70.0,72.0,74.0,78.0,89.0
p5_fila_016.html,2025-07-06 17:05:00,10.0,13.0,17.0,22.0,26.0,28.0,30.0,31.0,34.0,39.0,40.0,42.0,47.0,49.0,50.0,51.0,53.0,56.0,58.0,59.0
p5_fila_015.html,2025-07-06 17:10:00,9.0,10.0,15.0,16.0,28.0,30.0,31.0,34.0,39.0,43.0,52.0,57.0,58.0,72.0,75.0,76.0,79.0,84.0,85.0,86.0
p5_fila_014.html,2025-07-06 17:15:00,8.0,10.0,13.0,19.0,22.0,33.0,36.0,38.0,40.0,42.0,51.0,55.0,56.0,58.0,64.0,67.0,68.0,76.0,81.0,82.0
p5_fila_013.html,2025-07-06 17:20:00,7.0,8.0,9.0,13.0,19.0,20.0,23.0,30.0,31.0,32.0,37.0,45.0,53.0,57.0,59.0,71.0,73.0,84.0,87.0,89.0
p5_fila_012.html,2025-07-06 17:25:00,8.0,9.0,13.0,15.0,16.0,25.0,26.0,27.0,36.0,46.0,48.0,55.0,61.0,65.0,74.0,76.0,77.0,86.0,88.0,89.0
p5_fila_011.html,2025-07-06 17:30:00,6.0,8.0,15.0,22.0,23.0,24.0,29.0,38.0,39.0,43.0,46.0,49.0,53.0,56.0,62.0,63.0,68.0,74.0,83.0,90.0
p5_fila_010.html,2025-07-06 17:35:00,18.0,19.0,21.0,26.0,33.0,36.0,37.0,42.0,43.0,45.0,52.0,64.0,68.0,73.0,74.0,75.0,80.0,82.0,83.0,85.0
p5_fila_009.html,2025-07-06 17:40:00,1.0,3.0,4.0,7.0,9.0,28.0,31.0,34.0,37.0,41.0,42.0,46.0,50.0,69.0,72.0,76.0,77.0,80.0,83.0,87.0
p5_fila_008.html,2025-07-06 17:45:00,2.0,3.0,7.0,10.0,17.0,21.0,29.0,32.0,36.0,41.0,43.0,44.0,49.0,51.0,59.0,62.0,71.0,72.0,80.0,90.0
